waypoint1	waypoint2	distance_m	duration_s
Adichunchanagiri Peacock Sanctuary	Dandeli Wildlife Sanctuary	433551	32579
Bandipur National Park	Dandeli Wildlife Sanctuary	564574	42480
Cauvery Wildlife Sanctuary	Dandeli Wildlife Sanctuary	630811	45521
Someshwara Wildlife Sanctuary	Dandeli Wildlife Sanctuary	317885	23583
Gokarna Beach	Dandeli Wildlife Sanctuary	136399	11381
Marwanthe Beach	Dandeli Wildlife Sanctuary	245357	18055
Karwar Beach	Dandeli Wildlife Sanctuary	109556	8988
Malpe Beach	Dandeli Wildlife Sanctuary	291991	21304
Suratkal Beach	Dandeli Wildlife Sanctuary	333254	23801
Murdeshwar Beach	Dandeli Wildlife Sanctuary	193415	14880
Dharmasthala Sri Manjunatha Swamy Temple	Dandeli Wildlife Sanctuary	396865	29197
Kukke Subrahmanya	Dandeli Wildlife Sanctuary	447967	32879
Murudeshwar Temple	Dandeli Wildlife Sanctuary	193750	14993
Basaveshwara Temple Basavakalyan	Dandeli Wildlife Sanctuary	449587	37346
Shree Kshethra Rajarajeshwari Temple,Polali	Dandeli Wildlife Sanctuary	354768	25997
Bylakuppe Budda Temple	Dandeli Wildlife Sanctuary	463309	36295
Talakadu	Dandeli Wildlife Sanctuary	531840	37090
Sri Veeranarayana Swamy Temple	Dandeli Wildlife Sanctuary	350180	27142
Sri Gavi Gangadeshwara Temple	Dandeli Wildlife Sanctuary	465565	32987
Kotilingeshwara Temple	Dandeli Wildlife Sanctuary	554611	39140
Krishna Temple Devasthan, Udupi	Dandeli Wildlife Sanctuary	291383	21144
Halebeedu Hoysaleswara Temple	Dandeli Wildlife Sanctuary	357300	27356
Bidar	Dandeli Wildlife Sanctuary	503370	39429
Bangalore Palace	Dandeli Wildlife Sanctuary	457898	32267
Beluru Sri Chennakeshava Temple	Dandeli Wildlife Sanctuary	359722	28570
Chitradurga Fort	Dandeli Wildlife Sanctuary	259484	20682
Bijapur	Dandeli Wildlife Sanctuary	251022	20756
Badami	Dandeli Wildlife Sanctuary	158934	14266
Mysore Palace	Dandeli Wildlife Sanctuary	485984	37162
Somnathpur	Dandeli Wildlife Sanctuary	533736	36920
Pattadakal	Dandeli Wildlife Sanctuary	180556	15935
Hampi	Dandeli Wildlife Sanctuary	238749	21886
Bangalore Fort	Dandeli Wildlife Sanctuary	466472	33142
Bellary Fort	Dandeli Wildlife Sanctuary	287186	26574
Tipu Sultan's Summer Palace	Dandeli Wildlife Sanctuary	466539	33121
BR Hills	Dandeli Wildlife Sanctuary	573664	41193
Baba Budan Giri	Dandeli Wildlife Sanctuary	351650	29018
Basavakalyan Fort	Dandeli Wildlife Sanctuary	450488	37478
Horanadu Annapoorneshwari Temple	Dandeli Wildlife Sanctuary	356449	28151
Kukke Subramanya Temple	Dandeli Wildlife Sanctuary	447967	32879
Shivagange	Dandeli Wildlife Sanctuary	419025	29316
Aihole	Dandeli Wildlife Sanctuary	193727	17071
Gulbarga	Dandeli Wildlife Sanctuary	384174	31309
Balmuri Falls	Dandeli Wildlife Sanctuary	476027	36548
Triveni Sangama	Dandeli Wildlife Sanctuary	1649837	115680
Sri Nimishambha Temple	Dandeli Wildlife Sanctuary	473793	35887
Bheemeshwari	Dandeli Wildlife Sanctuary	469554	33365
Shivanasamudra	Dandeli Wildlife Sanctuary	533344	37139
Kumara Parvatha	Dandeli Wildlife Sanctuary	457147	36878
Ranganathittu Bird Sanctuary	Dubare Reserve Forest	105727	8608
Ranganathittu Bird Sanctuary	Daroji Bear Sanctuary	420056	26230
Ranganathittu Bird Sanctuary	Bannerghatta National Park	135191	10027
Ranganathittu Bird Sanctuary	Rajiv Gandhi National Park	87878	7804
Ranganathittu Bird Sanctuary	Adichunchanagiri Peacock Sanctuary	78837	5730
Bandipur National Park	Ranganathittu Bird Sanctuary	93461	7020
Ranganathittu Bird Sanctuary	Cauvery Wildlife Sanctuary	167221	13809
Ranganathittu Bird Sanctuary	Someshwara Wildlife Sanctuary	295114	23436
Gokarna Beach	Ranganathittu Bird Sanctuary	441905	33369
Ranganathittu Bird Sanctuary	Marwanthe Beach	349305	27236
Ranganathittu Bird Sanctuary	Karwar Beach	481592	35677
Malpe Beach	Ranganathittu Bird Sanctuary	313848	24684
Ranganathittu Bird Sanctuary	Suratkal Beach	268289	21576
Ranganathittu Bird Sanctuary	Murdeshwar Beach	400184	30894
Ranganathittu Bird Sanctuary	Dharmasthala Sri Manjunatha Swamy Temple	226533	17870
Ranganathittu Bird Sanctuary	Kukke Subrahmanya	172417	15622
Murudeshwar Temple	Ranganathittu Bird Sanctuary	400520	31006
Ranganathittu Bird Sanctuary	Basaveshwara Temple Basavakalyan	762921	52049
Ranganathittu Bird Sanctuary	Shree Kshethra Rajarajeshwari Temple,Polali	245945	19816
Ranganathittu Bird Sanctuary	Bylakuppe Budda Temple	91100	7195
Ranganathittu Bird Sanctuary	Talakadu	59309	4568
Ranganathittu Bird Sanctuary	Sri Veeranarayana Swamy Temple	154922	11612
Ranganathittu Bird Sanctuary	Sri Gavi Gangadeshwara Temple	131011	9882
Ranganathittu Bird Sanctuary	Kotilingeshwara Temple	225190	18072
Krishna Temple Devasthan, Udupi	Ranganathittu Bird Sanctuary	310314	24488
Halebeedu Hoysaleswara Temple	Ranganathittu Bird Sanctuary	142946	10714
Ranganathittu Bird Sanctuary	Bidar	825177	49540
Bangalore Palace	Ranganathittu Bird Sanctuary	132229	10923
Ranganathittu Bird Sanctuary	Beluru Sri Chennakeshava Temple	149627	11156
Ranganathittu Bird Sanctuary	Chitradurga Fort	270941	16617
Bijapur	Ranganathittu Bird Sanctuary	594882	37047
Ranganathittu Bird Sanctuary	Badami	519834	33738
Ranganathittu Bird Sanctuary	Mysore Palace	14871	1703
Ranganathittu Bird Sanctuary	Somnathpur	39116	3416
Ranganathittu Bird Sanctuary	Pattadakal	515075	33103
Ranganathittu Bird Sanctuary	Hampi	414346	25697
Ranganathittu Bird Sanctuary	Bangalore Fort	127385	10162
Bellary Fort	Ranganathittu Bird Sanctuary	378336	25788
Ranganathittu Bird Sanctuary	Tipu Sultan's Summer Palace	127452	10140
Ranganathittu Bird Sanctuary	BR Hills	98022	8155
Ranganathittu Bird Sanctuary	Baba Budan Giri	204744	17080
Ranganathittu Bird Sanctuary	Basavakalyan Fort	763821	52181
Ranganathittu Bird Sanctuary	Horanadu Annapoorneshwari Temple	245886	20187
Kukke Subramanya Temple	Ranganathittu Bird Sanctuary	172417	15622
Ranganathittu Bird Sanctuary	Shivagange	133843	9182
Ranganathittu Bird Sanctuary	Aihole	518322	32435
Ranganathittu Bird Sanctuary	Gulbarga	697507	46012
Balmuri Falls	Ranganathittu Bird Sanctuary	10751	1330
Ranganathittu Bird Sanctuary	Triveni Sangama	1873380	115167
Ranganathittu Bird Sanctuary	Sri Nimishambha Temple	7453	967
Ranganathittu Bird Sanctuary	Bheemeshwari	137486	11793
Shivanasamudra	Ranganathittu Bird Sanctuary	81531	6497
Ranganathittu Bird Sanctuary	Kumara Parvatha	142038	12126
Dubare Reserve Forest	Daroji Bear Sanctuary	416414	31150
Dubare Reserve Forest	Bannerghatta National Park	239059	18176
Dubare Reserve Forest	Rajiv Gandhi National Park	72300	6948
Dubare Reserve Forest	Adichunchanagiri Peacock Sanctuary	155125	11782
Bandipur National Park	Dubare Reserve Forest	184348	13704
Dubare Reserve Forest	Cauvery Wildlife Sanctuary	260401	21320
Dubare Reserve Forest	Someshwara Wildlife Sanctuary	229080	19428
Gokarna Beach	Dubare Reserve Forest	391538	29977
Dubare Reserve Forest	Marwanthe Beach	265378	20793
Dubare Reserve Forest	Karwar Beach	431225	32285
Malpe Beach	Dubare Reserve Forest	219910	18030
Dubare Reserve Forest	Suratkal Beach	174351	14921
Dubare Reserve Forest	Murdeshwar Beach	316257	24452
Dubare Reserve Forest	Dharmasthala Sri Manjunatha Swamy Temple	137835	13069
Dubare Reserve Forest	Kukke Subrahmanya	91133	9616
Murudeshwar Temple	Dubare Reserve Forest	316593	24564
Dubare Reserve Forest	Basaveshwara Temple Basavakalyan	759279	56969
Dubare Reserve Forest	Shree Kshethra Rajarajeshwari Temple,Polali	152007	13161
Dubare Reserve Forest	Bylakuppe Budda Temple	19260	2144
Dubare Reserve Forest	Talakadu	152489	12078
Dubare Reserve Forest	Sri Veeranarayana Swamy Temple	129180	10835
Dubare Reserve Forest	Sri Gavi Gangadeshwara Temple	234878	18031
Dubare Reserve Forest	Kotilingeshwara Temple	343984	24467
Krishna Temple Devasthan, Udupi	Dubare Reserve Forest	216376	17833
Halebeedu Hoysaleswara Temple	Dubare Reserve Forest	117205	9937
Dubare Reserve Forest	Bidar	923465	55713
Bangalore Palace	Dubare Reserve Forest	247270	17593
Dubare Reserve Forest	Beluru Sri Chennakeshava Temple	123886	10379
Dubare Reserve Forest	Chitradurga Fort	267385	21367
Bijapur	Dubare Reserve Forest	591241	41967
Dubare Reserve Forest	Badami	481127	37874
Dubare Reserve Forest	Mysore Palace	103325	8601
Dubare Reserve Forest	Somnathpur	138024	11150
Dubare Reserve Forest	Pattadakal	511434	38023
Dubare Reserve Forest	Hampi	410704	30617
Dubare Reserve Forest	Bangalore Fort	231253	18311
Bellary Fort	Dubare Reserve Forest	390868	31068
Dubare Reserve Forest	Tipu Sultan's Summer Palace	231319	18289
Dubare Reserve Forest	BR Hills	191202	15666
Dubare Reserve Forest	Baba Budan Giri	179003	16303
Dubare Reserve Forest	Basavakalyan Fort	760180	57101
Dubare Reserve Forest	Horanadu Annapoorneshwari Temple	189820	17610
Kukke Subramanya Temple	Dubare Reserve Forest	91133	9616
Dubare Reserve Forest	Shivagange	210131	15240
Dubare Reserve Forest	Aihole	514680	37355
Dubare Reserve Forest	Gulbarga	693866	50932
Balmuri Falls	Dubare Reserve Forest	99479	7865
Dubare Reserve Forest	Triveni Sangama	1971667	121340
Dubare Reserve Forest	Sri Nimishambha Temple	111320	9116
Dubare Reserve Forest	Bheemeshwari	258927	18692
Shivanasamudra	Dubare Reserve Forest	180440	14231
Dubare Reserve Forest	Kumara Parvatha	60753	6120
Daroji Bear Sanctuary	Bannerghatta National Park	367886	23595
Daroji Bear Sanctuary	Rajiv Gandhi National Park	500713	34421
Adichunchanagiri Peacock Sanctuary	Daroji Bear Sanctuary	320719	22893
Bandipur National Park	Daroji Bear Sanctuary	506400	33376
Daroji Bear Sanctuary	Cauvery Wildlife Sanctuary	517979	35835
Someshwara Wildlife Sanctuary	Daroji Bear Sanctuary	317134	26294
Gokarna Beach	Daroji Bear Sanctuary	318345	27540
Marwanthe Beach	Daroji Bear Sanctuary	350908	29006
Daroji Bear Sanctuary	Karwar Beach	335703	27751
Malpe Beach	Daroji Bear Sanctuary	356219	29206
Daroji Bear Sanctuary	Suratkal Beach	391828	31634
Daroji Bear Sanctuary	Murdeshwar Beach	342360	29177
Daroji Bear Sanctuary	Dharmasthala Sri Manjunatha Swamy Temple	391301	31255
Kukke Subrahmanya	Daroji Bear Sanctuary	409879	31458
Murudeshwar Temple	Daroji Bear Sanctuary	342696	29290
Basaveshwara Temple Basavakalyan	Daroji Bear Sanctuary	378923	30830
Shree Kshethra Rajarajeshwari Temple,Polali	Daroji Bear Sanctuary	387520	31985
Bylakuppe Budda Temple	Daroji Bear Sanctuary	406496	31096
Daroji Bear Sanctuary	Talakadu	419009	27404
Sri Veeranarayana Swamy Temple	Daroji Bear Sanctuary	297225	22008
Daroji Bear Sanctuary	Sri Gavi Gangadeshwara Temple	352734	23301
Daroji Bear Sanctuary	Kotilingeshwara Temple	392097	28611
Krishna Temple Devasthan, Udupi	Daroji Bear Sanctuary	350212	28985
Halebeedu Hoysaleswara Temple	Daroji Bear Sanctuary	300487	22157
Bidar	Daroji Bear Sanctuary	396964	32512
Bangalore Palace	Daroji Bear Sanctuary	345066	22581
Daroji Bear Sanctuary	Beluru Sri Chennakeshava Temple	316671	23403
Daroji Bear Sanctuary	Chitradurga Fort	149336	11168
Bijapur	Daroji Bear Sanctuary	221011	16246
Badami	Daroji Bear Sanctuary	145963	12937
Mysore Palace	Daroji Bear Sanctuary	427811	28059
Daroji Bear Sanctuary	Somnathpur	420905	27234
Daroji Bear Sanctuary	Pattadakal	141204	12302
Daroji Bear Sanctuary	Hampi	20742	2429
Daroji Bear Sanctuary	Bangalore Fort	353641	23456
Bellary Fort	Daroji Bear Sanctuary	50167	5003
Tipu Sultan's Summer Palace	Daroji Bear Sanctuary	353707	23435
BR Hills	Daroji Bear Sanctuary	460833	31507
Daroji Bear Sanctuary	Baba Budan Giri	333729	25678
Daroji Bear Sanctuary	Basavakalyan Fort	379823	30962
Daroji Bear Sanctuary	Horanadu Annapoorneshwari Temple	341232	28650
Kukke Subramanya Temple	Daroji Bear Sanctuary	409879	31458
Daroji Bear Sanctuary	Shivagange	306194	19630
Daroji Bear Sanctuary	Aihole	144450	11635
Gulbarga	Daroji Bear Sanctuary	293045	24768
Balmuri Falls	Daroji Bear Sanctuary	426158	27966
Daroji Bear Sanctuary	Triveni Sangama	1576549	101957
Daroji Bear Sanctuary	Sri Nimishambha Temple	412954	26577
Bheemeshwari	Daroji Bear Sanctuary	356723	23680
Shivanasamudra	Daroji Bear Sanctuary	420513	27453
Kumara Parvatha	Daroji Bear Sanctuary	411250	32276
Rajiv Gandhi National Park	Bannerghatta National Park	220747	17455
Adichunchanagiri Peacock Sanctuary	Bannerghatta National Park	132618	8106
Bandipur National Park	Bannerghatta National Park	216496	16044
Cauvery Wildlife Sanctuary	Bannerghatta National Park	230873	16084
Someshwara Wildlife Sanctuary	Bannerghatta National Park	387452	27047
Gokarna Beach	Bannerghatta National Park	506184	34267
Marwanthe Beach	Bannerghatta National Park	441644	30846
Karwar Beach	Bannerghatta National Park	544330	35450
Malpe Beach	Bannerghatta National Park	426537	29959
Suratkal Beach	Bannerghatta National Park	382741	26668
Murdeshwar Beach	Bannerghatta National Park	509781	34045
Dharmasthala Sri Manjunatha Swamy Temple	Bannerghatta National Park	318872	21480
Kukke Subrahmanya	Bannerghatta National Park	301484	20162
Murudeshwar Temple	Bannerghatta National Park	510117	34158
Basaveshwara Temple Basavakalyan	Bannerghatta National Park	786419	46020
Shree Kshethra Rajarajeshwari Temple,Polali	Bannerghatta National Park	360397	24908
Bylakuppe Budda Temple	Bannerghatta National Park	223969	16846
Talakadu	Bannerghatta National Park	117359	9556
Sri Veeranarayana Swamy Temple	Bannerghatta National Park	247261	15222
Sri Gavi Gangadeshwara Temple	Bannerghatta National Park	32643	3302
Kotilingeshwara Temple	Bannerghatta National Park	102367	11039
Krishna Temple Devasthan, Udupi	Bannerghatta National Park	420175	29541
Halebeedu Hoysaleswara Temple	Bannerghatta National Park	235285	14324
Bidar	Bannerghatta National Park	734366	43349
Bangalore Palace	Bannerghatta National Park	39662	4422
Beluru Sri Chennakeshava Temple	Bannerghatta National Park	241966	14766
Chitradurga Fort	Bannerghatta National Park	222126	12998
Bijapur	Bannerghatta National Park	546067	33428
Badami	Bannerghatta National Park	471018	30119
Mysore Palace	Bannerghatta National Park	145272	11074
Somnathpur	Bannerghatta National Park	121190	9591
Pattadakal	Bannerghatta National Park	466259	29484
Hampi	Bannerghatta National Park	365530	22078
Bangalore Fort	Bannerghatta National Park	34818	3661
Bellary Fort	Bannerghatta National Park	329520	22169
Tipu Sultan's Summer Palace	Bannerghatta National Park	34885	3639
BR Hills	Bannerghatta National Park	159183	13659
Baba Budan Giri	Bannerghatta National Park	297083	20690
Basavakalyan Fort	Bannerghatta National Park	787319	46152
Horanadu Annapoorneshwari Temple	Bannerghatta National Park	338225	23798
Kukke Subramanya Temple	Bannerghatta National Park	301484	20162
Shivagange	Bannerghatta National Park	74566	5904
Aihole	Bannerghatta National Park	469506	28816
Gulbarga	Bannerghatta National Park	648692	42393
Balmuri Falls	Bannerghatta National Park	143620	10981
Triveni Sangama	Bannerghatta National Park	1782569	108976
Sri Nimishambha Temple	Bannerghatta National Park	130415	9592
Bheemeshwari	Bannerghatta National Park	26999	4917
Shivanasamudra	Bannerghatta National Park	118863	9605
Kumara Parvatha	Bannerghatta National Park	278804	19541
Adichunchanagiri Peacock Sanctuary	Rajiv Gandhi National Park	161413	13037
Bandipur National Park	Rajiv Gandhi National Park	123089	11249
Cauvery Wildlife Sanctuary	Rajiv Gandhi National Park	242499	20498
Someshwara Wildlife Sanctuary	Rajiv Gandhi National Park	284376	23684
Gokarna Beach	Rajiv Gandhi National Park	446833	34234
Marwanthe Beach	Rajiv Gandhi National Park	320674	25050
Karwar Beach	Rajiv Gandhi National Park	486520	36541
Malpe Beach	Rajiv Gandhi National Park	275206	22287
Suratkal Beach	Rajiv Gandhi National Park	229647	19178
Murdeshwar Beach	Rajiv Gandhi National Park	371553	28708
Dharmasthala Sri Manjunatha Swamy Temple	Rajiv Gandhi National Park	206818	17428
Kukke Subrahmanya	Rajiv Gandhi National Park	155914	13849
Murudeshwar Temple	Rajiv Gandhi National Park	371889	28821
Basaveshwara Temple Basavakalyan	Rajiv Gandhi National Park	848887	59376
Shree Kshethra Rajarajeshwari Temple,Polali	Rajiv Gandhi National Park	207303	17418
Bylakuppe Budda Temple	Rajiv Gandhi National Park	73432	5989
Rajiv Gandhi National Park	Talakadu	134587	11257
Sri Veeranarayana Swamy Temple	Rajiv Gandhi National Park	175916	13673
Sri Gavi Gangadeshwara Temple	Rajiv Gandhi National Park	216976	17209
Kotilingeshwara Temple	Rajiv Gandhi National Park	311155	25399
Krishna Temple Devasthan, Udupi	Rajiv Gandhi National Park	271671	22090
Halebeedu Hoysaleswara Temple	Rajiv Gandhi National Park	163940	12775
Bidar	Rajiv Gandhi National Park	929754	56962
Bangalore Palace	Rajiv Gandhi National Park	218194	18250
Rajiv Gandhi National Park	Beluru Sri Chennakeshava Temple	170621	13216
Chitradurga Fort	Rajiv Gandhi National Park	356907	23944
Bijapur	Rajiv Gandhi National Park	680848	44374
Badami	Rajiv Gandhi National Park	527862	40712
Mysore Palace	Rajiv Gandhi National Park	85423	7779
Somnathpur	Rajiv Gandhi National Park	120122	10328
Pattadakal	Rajiv Gandhi National Park	601041	40430
Rajiv Gandhi National Park	Hampi	500311	33024
Rajiv Gandhi National Park	Bangalore Fort	213351	17489
Bellary Fort	Rajiv Gandhi National Park	417188	33306
Tipu Sultan's Summer Palace	Rajiv Gandhi National Park	213417	17467
BR Hills	Rajiv Gandhi National Park	162759	14741
Rajiv Gandhi National Park	Baba Budan Giri	225738	19140
Basavakalyan Fort	Rajiv Gandhi National Park	849787	59508
Rajiv Gandhi National Park	Horanadu Annapoorneshwari Temple	247565	21894
Kukke Subramanya Temple	Rajiv Gandhi National Park	155914	13849
Shivagange	Rajiv Gandhi National Park	216419	16489
Rajiv Gandhi National Park	Aihole	604287	39762
Gulbarga	Rajiv Gandhi National Park	783473	53339
Balmuri Falls	Rajiv Gandhi National Park	81577	7044
Triveni Sangama	Rajiv Gandhi National Park	1977956	122588
Rajiv Gandhi National Park	Sri Nimishambha Temple	93419	8294
Bheemeshwari	Rajiv Gandhi National Park	223452	19120
Shivanasamudra	Rajiv Gandhi National Park	162538	13409
Kumara Parvatha	Rajiv Gandhi National Park	124369	10920
Bandipur National Park	Adichunchanagiri Peacock Sanctuary	167818	12166
Adichunchanagiri Peacock Sanctuary	Cauvery Wildlife Sanctuary	237217	17531
Someshwara Wildlife Sanctuary	Adichunchanagiri Peacock Sanctuary	271946	20380
Gokarna Beach	Adichunchanagiri Peacock Sanctuary	394976	29949
Marwanthe Beach	Adichunchanagiri Peacock Sanctuary	326138	24179
Adichunchanagiri Peacock Sanctuary	Karwar Beach	434663	32257
Malpe Beach	Adichunchanagiri Peacock Sanctuary	311031	23292
Adichunchanagiri Peacock Sanctuary	Suratkal Beach	267235	20002
Adichunchanagiri Peacock Sanctuary	Murdeshwar Beach	370813	27628
Adichunchanagiri Peacock Sanctuary	Dharmasthala Sri Manjunatha Swamy Temple	203366	14814
Kukke Subrahmanya	Adichunchanagiri Peacock Sanctuary	185978	13496
Murudeshwar Temple	Adichunchanagiri Peacock Sanctuary	371149	27740
Basaveshwara Temple Basavakalyan	Adichunchanagiri Peacock Sanctuary	661920	47966
Shree Kshethra Rajarajeshwari Temple,Polali	Adichunchanagiri Peacock Sanctuary	244891	18242
Bylakuppe Budda Temple	Adichunchanagiri Peacock Sanctuary	143806	10693
Adichunchanagiri Peacock Sanctuary	Talakadu	138246	9100
Sri Veeranarayana Swamy Temple	Adichunchanagiri Peacock Sanctuary	131755	8556
Adichunchanagiri Peacock Sanctuary	Sri Gavi Gangadeshwara Temple	116889	7953
Adichunchanagiri Peacock Sanctuary	Kotilingeshwara Temple	205935	14107
Krishna Temple Devasthan, Udupi	Adichunchanagiri Peacock Sanctuary	304669	22874
Halebeedu Hoysaleswara Temple	Adichunchanagiri Peacock Sanctuary	119779	7658
Bidar	Adichunchanagiri Peacock Sanctuary	785416	45353
Bangalore Palace	Adichunchanagiri Peacock Sanctuary	109222	7233
Adichunchanagiri Peacock Sanctuary	Beluru Sri Chennakeshava Temple	126460	8100
Adichunchanagiri Peacock Sanctuary	Chitradurga Fort	169940	12534
Bijapur	Adichunchanagiri Peacock Sanctuary	493881	32963
Badami	Adichunchanagiri Peacock Sanctuary	418833	29655
Mysore Palace	Adichunchanagiri Peacock Sanctuary	89228	6849
Adichunchanagiri Peacock Sanctuary	Somnathpur	105926	7960
Adichunchanagiri Peacock Sanctuary	Pattadakal	414074	29019
Adichunchanagiri Peacock Sanctuary	Hampi	313344	21614
Adichunchanagiri Peacock Sanctuary	Bangalore Fort	117797	8109
Bellary Fort	Adichunchanagiri Peacock Sanctuary	277334	21704
Tipu Sultan's Summer Palace	Adichunchanagiri Peacock Sanctuary	117863	8087
BR Hills	Adichunchanagiri Peacock Sanctuary	180071	13204
Adichunchanagiri Peacock Sanctuary	Baba Budan Giri	181577	14024
Adichunchanagiri Peacock Sanctuary	Basavakalyan Fort	662820	48098
Adichunchanagiri Peacock Sanctuary	Horanadu Annapoorneshwari Temple	222719	17131
Kukke Subramanya Temple	Adichunchanagiri Peacock Sanctuary	185978	13496
Adichunchanagiri Peacock Sanctuary	Shivagange	72082	4880
Adichunchanagiri Peacock Sanctuary	Aihole	417320	28352
Gulbarga	Adichunchanagiri Peacock Sanctuary	596506	41929
Balmuri Falls	Adichunchanagiri Peacock Sanctuary	87575	6756
Adichunchanagiri Peacock Sanctuary	Triveni Sangama	1833619	110980
Adichunchanagiri Peacock Sanctuary	Sri Nimishambha Temple	77037	5573
Bheemeshwari	Adichunchanagiri Peacock Sanctuary	120879	8332
Shivanasamudra	Adichunchanagiri Peacock Sanctuary	139750	9150
Kumara Parvatha	Adichunchanagiri Peacock Sanctuary	163298	12875
Bandipur National Park	Cauvery Wildlife Sanctuary	183337	15367
Bandipur National Park	Someshwara Wildlife Sanctuary	390493	29881
Bandipur National Park	Gokarna Beach	537284	39814
Bandipur National Park	Marwanthe Beach	437584	32478
Bandipur National Park	Karwar Beach	576971	42122
Bandipur National Park	Malpe Beach	392116	29714
Bandipur National Park	Suratkal Beach	346557	26606
Bandipur National Park	Murdeshwar Beach	488463	36136
Bandipur National Park	Dharmasthala Sri Manjunatha Swamy Temple	304957	23715
Bandipur National Park	Kukke Subrahmanya	250685	20652
Bandipur National Park	Murudeshwar Temple	488799	36249
Bandipur National Park	Basaveshwara Temple Basavakalyan	858300	58494
Bandipur National Park	Shree Kshethra Rajarajeshwari Temple,Polali	324213	24846
Bandipur National Park	Bylakuppe Budda Temple	169369	12226
Bandipur National Park	Talakadu	102545	7624
Bandipur National Park	Sri Veeranarayana Swamy Temple	250301	18057
Bandipur National Park	Sri Gavi Gangadeshwara Temple	226390	16327
Bandipur National Park	Kotilingeshwara Temple	320569	24517
Bandipur National Park	Krishna Temple Devasthan, Udupi	388582	29518
Bandipur National Park	Halebeedu Hoysaleswara Temple	238326	17159
Bandipur National Park	Bidar	920556	55985
Bandipur National Park	Bangalore Palace	227608	17368
Bandipur National Park	Beluru Sri Chennakeshava Temple	245006	17601
Bandipur National Park	Chitradurga Fort	366321	23062
Bandipur National Park	Bijapur	690261	43492
Bandipur National Park	Badami	615213	40183
Bandipur National Park	Mysore Palace	77742	5427
Bandipur National Park	Somnathpur	97588	7470
Bandipur National Park	Pattadakal	610454	39548
Bandipur National Park	Hampi	509725	32142
Bandipur National Park	Bangalore Fort	222764	16607
Bandipur National Park	Bellary Fort	473715	32233
Bandipur National Park	Tipu Sultan's Summer Palace	222831	16585
Bandipur National Park	BR Hills	97877	8159
Bandipur National Park	Baba Budan Giri	300124	23525
Bandipur National Park	Basavakalyan Fort	859201	58626
Bandipur National Park	Horanadu Annapoorneshwari Temple	341265	26632
Bandipur National Park	Kukke Subramanya Temple	250685	20652
Bandipur National Park	Shivagange	229222	15627
Bandipur National Park	Aihole	613701	38880
Bandipur National Park	Gulbarga	792887	52457
Bandipur National Park	Balmuri Falls	94385	7486
Bandipur National Park	Triveni Sangama	1968759	121612
Bandipur National Park	Sri Nimishambha Temple	102832	7412
Bandipur National Park	Bheemeshwari	232865	18238
Bandipur National Park	Shivanasamudra	111887	8897
Bandipur National Park	Kumara Parvatha	220306	17156
Someshwara Wildlife Sanctuary	Cauvery Wildlife Sanctuary	452678	36747
Gokarna Beach	Cauvery Wildlife Sanctuary	599469	46680
Marwanthe Beach	Cauvery Wildlife Sanctuary	508355	40250
Cauvery Wildlife Sanctuary	Karwar Beach	688479	48106
Malpe Beach	Cauvery Wildlife Sanctuary	462887	37487
Cauvery Wildlife Sanctuary	Suratkal Beach	417328	34378
Cauvery Wildlife Sanctuary	Murdeshwar Beach	559234	43909
Dharmasthala Sri Manjunatha Swamy Temple	Cauvery Wildlife Sanctuary	384097	31181
Kukke Subrahmanya	Cauvery Wildlife Sanctuary	321456	28424
Murudeshwar Temple	Cauvery Wildlife Sanctuary	559570	44021
Basaveshwara Temple Basavakalyan	Cauvery Wildlife Sanctuary	966442	59221
Shree Kshethra Rajarajeshwari Temple,Polali	Cauvery Wildlife Sanctuary	394984	32618
Bylakuppe Budda Temple	Cauvery Wildlife Sanctuary	240139	19998
Cauvery Wildlife Sanctuary	Talakadu	115097	10353
Sri Veeranarayana Swamy Temple	Cauvery Wildlife Sanctuary	312486	24923
Sri Gavi Gangadeshwara Temple	Cauvery Wildlife Sanctuary	231710	16944
Cauvery Wildlife Sanctuary	Kotilingeshwara Temple	209384	16409
Krishna Temple Devasthan, Udupi	Cauvery Wildlife Sanctuary	459353	37290
Halebeedu Hoysaleswara Temple	Cauvery Wildlife Sanctuary	300511	24025
Bidar	Cauvery Wildlife Sanctuary	914389	56550
Bangalore Palace	Cauvery Wildlife Sanctuary	233826	17659
Cauvery Wildlife Sanctuary	Beluru Sri Chennakeshava Temple	307191	24467
Chitradurga Fort	Cauvery Wildlife Sanctuary	366274	25654
Bijapur	Cauvery Wildlife Sanctuary	690215	46083
Badami	Cauvery Wildlife Sanctuary	615167	42775
Mysore Palace	Cauvery Wildlife Sanctuary	149832	13140
Cauvery Wildlife Sanctuary	Somnathpur	127365	11393
Pattadakal	Cauvery Wildlife Sanctuary	610408	42139
Cauvery Wildlife Sanctuary	Hampi	509678	34734
Cauvery Wildlife Sanctuary	Bangalore Fort	230558	16912
Bellary Fort	Cauvery Wildlife Sanctuary	473668	34824
Tipu Sultan's Summer Palace	Cauvery Wildlife Sanctuary	230258	16818
BR Hills	Cauvery Wildlife Sanctuary	124113	11996
Cauvery Wildlife Sanctuary	Baba Budan Giri	362309	30391
Basavakalyan Fort	Cauvery Wildlife Sanctuary	967342	59353
Cauvery Wildlife Sanctuary	Horanadu Annapoorneshwari Temple	403450	33498
Kukke Subramanya Temple	Cauvery Wildlife Sanctuary	321456	28424
Shivagange	Cauvery Wildlife Sanctuary	228213	18268
